Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
6,6,2014-11-22,10105,778,1,0,0,0
6,1,2014-11-24,4652,338,1,0,0,0
6,2,2014-11-25,8252,732,1,0,0,0
6,3,2014-11-26,7120,634,1,0,0,0
6,4,2014-11-27,6684,483,1,1,0,0
6,5,2014-11-28,7074,638,1,0,0,0
6,6,2014-11-29,6744,823,1,0,0,0
6,1,2014-12-01,10248,1246,1,0,0,0
6,2,2014-12-02,6438,663,1,0,0,0
6,3,2014-12-03,8456,819,1,0,0,0
6,4,2014-12-04,8216,821,1,0,0,0
6,5,2014-12-05,8691,906,1,0,0,1
6,6,2014-12-06,10718,913,1,1,0,0
6,1,2014-12-08,5348,387,1,0,0,0
6,2,2014-12-09,8161,879,1,1,0,0
6,3,2014-12-10,9877,755,1,0,0,0
6,4,2014-12-11,9575,838,1,1,0,0
6,5,2014-12-12,9081,909,1,0,0,1
6,6,2014-12-13,8104,628,1,0,0,0
6,1,2014-12-15,8962,668,1,0,0,0
6,2,2014-12-16,10329,899,1,1,0,0
6,3,2014-12-17,9083,753,1,0,0,0
6,4,2014-12-18,12943,972,1,1,0,0
6,5,2014-12-19,6239,530,1,0,0,1
6,6,2014-12-20,8785,815,1,0,0,0
6,1,2014-12-22,7346,730,1,0,0,0
6,2,2014-12-23,7630,794,1,0,0,0
6,3,2014-12-24,7765,727,1,1,0,0
6,4,2014-12-25,6326,498,1,0,0,0
6,5,2014-12-26,6162,475,1,0,0,0
6,6,2014-12-27,7277,563,1,0,0,0
6,1,2014-12-29,11658,1196,1,1,0,1
6,2,2014-12-30,9271,830,1,0,0,0
6,3,2014-12-31,7436,535,1,0,b,0
6,4,2015-01-01,5055,575,1,1,0,1
6,5,2015-01-02,6232,664,1,0,0,1
6,6,2015-01-03,7767,876,1,1,0,0
6,1,2015-01-05,6714,588,1,0,0,0
6,2,2015-01-06,5954,701,1,0,0,1
6,3,2015-01-07,6823,488,1,1,0,0
6,4,2015-01-08,5073,578,1,1,0,0
6,5,2015-01-09,6586,562,1,1,0,0
6,6,2015-01-10,5937,684,1,0,0,0
6,1,2015-01-12,4897,522,1,0,b,1
6,2,2015-01-13,5226,402,1,0,0,0
6,3,2015-01-14,6425,667,1,0,0,0
6,4,2015-01-15,4159,299,1,0,0,0
6,5,2015-01-16,6494,634,1,1,0,0
6,6,2015-01-17,5505,685,1,0,0,0
6,1,2015-01-19,6546,512,1,0,0,0
6,2,2015-01-20,5464,431,1,0,0,0
6,3,2015-01-21,5070,516,1,0,c,0
6,4,2015-01-22,3880,359,1,1,c,0
6,5,2015-01-23,4295,344,1,1,0,0
6,6,2015-01-24,8569,698,1,0,0,0
6,1,2015-01-26,5310,481,1,1,0,0
6,2,2015-01-27,5169,533,1,0,0,0
6,3,2015-01-28,4889,532,1,1,0,0
6,4,2015-01-29,6156,535,1,1,0,0
6,5,2015-01-30,5680,670,1,0,0,0
6,6,2015-01-31,4778,355,1,0,0,0
6,1,2015-02-02,5795,675,1,0,0,0
6,2,2015-02-03,5556,682,1,0,0,0
6,3,2015-02-04,6975,716,1,1,0,0
6,4,2015-02-05,5106,614,1,0,0,1
6,5,2015-02-06,7315,766,1,1,0,0
6,6,2015-02-07,5144,593,1,0,0,0
6,1,2015-02-09,6500,812,1,0,0,0
6,2,2015-02-10,5676,511,1,0,0,0
6,3,2015-02-11,5263,572,1,0,0,0
6,4,2015-02-12,4725,449,1,0,0,0
6,5,2015-02-13,6778,516,1,1,0,0
6,6,2015-02-14,6483,470,1,0,c,0
6,1,2015-02-16,4220,370,1,0,0,0
6,2,2015-02-17,6220,546,1,0,0,0
6,3,2015-02-18,7680,715,1,0,0,0
6,4,2015-02-19,7399,822,1,1,0,0
6,5,2015-02-20,6154,521,1,0,0,1
6,6,2015-02-21,5706,565,1,0,0,0
6,1,2015-02-23,7926,987,1,0,0,0
6,2,2015-02-24,6414,471,1,0,0,0
6,3,2015-02-25,4958,366,1,0,0,0
6,4,2015-02-26,6253,550,1,0,0,1
6,5,2015-02-27,5768,534,1,0,0,1
6,6,2015-02-28,6503,560,1,0,0,0
6,1,2015-03-02,4330,315,1,0,a,0
6,2,2015-03-03,7528,929,1,1,0,0
6,3,2015-03-04,5966,482,1,0,0,0
6,4,2015-03-05,6402,465,1,1,0,0
6,5,2015-03-06,6095,669,1,0,0,0
6,6,2015-03-07,8348,627,1,1,c,0
6,1,2015-03-09,4655,377,1,0,0,0
6,2,2015-03-10,3399,304,1,0,0,0
6,3,2015-03-11,5530,483,1,0,0,0
6,4,2015-03-12,6676,636,1,0,0,0
6,5,2015-03-13,5745,449,1,1,0,0
6,6,2015-03-14,6866,851,1,0,0,0
6,1,2015-03-16,4444,375,1,0,0,0
6,2,2015-03-17,6235,627,1,0,c,0
6,3,2015-03-18,6692,679,1,0,0,0
6,4,2015-03-19,7712,611,1,0,0,0
6,5,2015-03-20,6137,702,1,0,0,0
6,6,2015-03-21,8330,947,1,0,0,0
6,1,2015-03-23,7719,856,1,0,0,0
6,2,2015-03-24,6763,720,1,0,0,0
6,3,2015-03-25,3998,402,1,1,0,0
6,4,2015-03-26,7174,864,1,0,0,0
6,5,2015-03-27,6952,726,1,0,0,0
6,6,2015-03-28,5210,589,1,0,0,1
6,1,2015-03-30,6377,627,1,0,0,0
6,2,2015-03-31,7368,772,1,0,0,0
6,3,2015-04-01,5241,483,1,0,0,0
6,4,2015-04-02,5130,490,1,1,a,0
6,5,2015-04-03,8480,728,1,1,0,0
6,6,2015-04-04,6872,573,1,1,0,0
6,1,2015-04-06,5051,542,1,0,0,0
6,2,2015-04-07,6039,489,1,0,0,0
6,3,2015-04-08,7297,539,1,0,0,0
6,4,2015-04-09,5709,515,1,0,0,1
6,5,2015-04-10,6889,635,1,1,0,0
6,6,2015-04-11,6250,500,1,0,0,1
6,1,2015-04-13,6940,649,1,1,0,0
6,2,2015-04-14,6038,469,1,0,0,0
6,3,2015-04-15,6874,706,1,0,0,0
6,4,2015-04-16,7449,558,1,0,0,0
6,5,2015-04-17,5112,607,1,0,0,0
6,6,2015-04-18,7493,624,1,1,0,0
6,1,2015-04-20,4592,370,1,0,0,0
6,2,2015-04-21,6448,506,1,0,0,0
6,3,2015-04-22,7322,526,1,0,0,1
6,4,2015-04-23,5914,617,1,0,0,0
6,5,2015-04-24,7665,703,1,0,0,0
6,6,2015-04-25,6046,438,1,0,0,0
6,1,2015-04-27,4160,395,1,0,0,0
6,2,2015-04-28,5607,460,1,0,0,0
6,3,2015-04-29,6298,466,1,0,0,0
6,4,2015-04-30,7640,739,1,0,0,1
6,5,2015-05-01,6217,458,1,0,0,0
6,6,2015-05-02,6857,584,1,0,0,0
6,1,2015-05-04,5000,398,1,0,a,0
6,2,2015-05-05,8101,748,1,1,0,0
6,3,2015-05-06,4424,319,1,0,0,0
6,4,2015-05-07,8145,780,1,1,0,0
6,5,2015-05-08,7942,610,1,0,0,1
6,6,2015-05-09,6112,580,1,0,0,0
6,1,2015-05-11,7080,826,1,0,0,0
6,2,2015-05-12,6402,487,1,0,0,0
6,3,2015-05-13,4919,576,1,0,0,0
6,4,2015-05-14,6082,710,1,0,0,1
6,5,2015-05-15,6428,579,1,0,0,0
6,6,2015-05-16,5706,429,1,0,0,0
6,1,2015-05-18,6272,527,1,0,0,0
6,2,2015-05-19,5831,423,1,1,0,0
6,3,2015-05-20,9304,746,1,1,0,0
6,4,2015-05-21,7260,594,1,1,c,0
6,5,2015-05-22,5251,455,1,1,0,0
6,6,2015-05-23,6115,589,1,0,0,0
6,1,2015-05-25,5672,424,1,0,0,0
6,2,2015-05-26,5038,585,1,1,0,0
6,3,2015-05-27,7862,665,1,0,0,0
6,4,2015-05-28,7589,658,1,0,0,0
6,5,2015-05-29,9161,677,1,1,0,0
6,6,2015-05-30,6743,678,1,0,0,0
6,1,2015-06-01,7966,943,1,0,0,0
6,2,2015-06-02,4188,392,1,0,0,0
6,3,2015-06-03,6201,520,1,0,0,0
6,4,2015-06-04,6665,794,1,1,0,1
6,5,2015-06-05,5943,459,1,0,0,1
6,6,2015-06-06,6984,668,1,1,0,0
6,1,2015-06-08,6056,540,1,0,0,0
6,2,2015-06-09,5670,681,1,0,0,1
6,3,2015-06-10,7887,824,1,1,0,0
6,4,2015-06-11,7894,630,1,0,0,0
6,5,2015-06-12,7902,973,1,1,0,0
6,6,2015-06-13,7680,620,1,1,0,1
6,1,2015-06-15,5145,499,1,0,0,0
6,2,2015-06-16,8818,721,1,1,0,0
6,3,2015-06-17,6701,635,1,1,0,0
6,4,2015-06-18,5844,493,1,0,0,0
6,5,2015-06-19,4611,513,1,0,0,0
6,6,2015-06-20,6821,513,1,0,0,0
6,1,2015-06-22,6472,582,1,0,0,0
6,2,2015-06-23,5892,542,1,1,0,0
6,3,2015-06-24,6779,828,1,0,0,0
6,4,2015-06-25,5665,683,1,0,0,0
6,5,2015-06-26,7327,766,1,0,0,0
6,6,2015-06-27,10434,1082,1,1,0,0
6,1,2015-06-29,5966,542,1,1,0,0
6,2,2015-06-30,6920,616,1,0,0,0
6,3,2015-07-01,4956,599,1,0,0,0
6,4,2015-07-02,8607,967,1,0,0,0
6,5,2015-07-03,7215,844,1,0,0,0
6,6,2015-07-04,7375,702,1,1,0,0
6,1,2015-07-06,6392,696,1,0,0,1
6,2,2015-07-07,6253,694,1,1,0,0
6,3,2015-07-08,5891,499,1,1,0,0
6,4,2015-07-09,7259,815,1,0,0,0
6,5,2015-07-10,4835,361,1,0,0,1
6,6,2015-07-11,6365,497,1,1,0,0
6,1,2015-07-13,6312,556,1,0,0,0
6,2,2015-07-14,4858,531,1,0,0,0
6,3,2015-07-15,7562,709,1,0,0,0
6,4,2015-07-16,5874,582,1,0,0,1
6,5,2015-07-17,8094,684,1,1,0,0
6,6,2015-07-18,8617,841,1,0,c,0
6,1,2015-07-20,6054,459,1,0,0,0
6,2,2015-07-21,7461,557,1,1,0,0
6,3,2015-07-22,5751,521,1,0,0,0
6,4,2015-07-23,4814,407,1,0,0,0
6,5,2015-07-24,5449,430,1,1,0,0
6,6,2015-07-25,7199,577,1,1,0,0
6,1,2015-07-27,9388,674,1,1,0,0
6,2,2015-07-28,6569,515,1,1,0,0
6,3,2015-07-29,5995,432,1,0,0,0
6,4,2015-07-30,6941,861,1,0,0,0
6,5,2015-07-31,8827,957,1,0,0,0
7,2,2013-01-01,5812,454,1,0,0,0
7,3,2013-01-02,5309,408,1,0,0,0
7,4,2013-01-03,5842,452,1,1,0,0
7,5,2013-01-04,4805,441,1,0,0,0
7,6,2013-01-05,7187,682,1,0,0,0
7,1,2013-01-07,5698,505,1,1,0,0
7,2,2013-01-08,3862,306,1,0,c,0
7,3,2013-01-09,5849,501,1,0,0,0
7,4,2013-01-10,7334,750,1,0,0,1
7,5,2013-01-11,5069,364,1,0,0,0
7,6,2013-01-12,7855,954,1,1,0,0
7,1,2013-01-14,5762,440,1,1,0,0
7,2,2013-01-15,6528,593,1,1,0,1
7,3,2013-01-16,6552,716,1,1,0,0
7,4,2013-01-17,6321,451,1,0,0,0
7,5,2013-01-18,7953,845,1,0,0,0
7,6,2013-01-19,5316,471,1,1,0,1
7,1,2013-01-21,3587,407,1,0,0,0
7,2,2013-01-22,5955,530,1,0,0,0
7,3,2013-01-23,4453,320,1,1,0,0
7,4,2013-01-24,5820,698,1,0,0,0
7,5,2013-01-25,5861,647,1,0,0,0
7,6,2013-01-26,6187,471,1,0,0,0
7,1,2013-01-28,3343,318,1,0,0,0
7,2,2013-01-29,5406,526,1,0,0,0
7,3,2013-01-30,5140,530,1,0,0,0
7,4,2013-01-31,6827,536,1,1,0,0
7,5,2013-02-01,5832,637,1,0,0,0
7,6,2013-02-02,5051,362,1,0,0,0
7,1,2013-02-04,5385,512,1,1,0,0
7,2,2013-02-05,5614,448,1,0,0,0
7,3,2013-02-06,5669,517,1,0,0,0
7,4,2013-02-07,6725,758,1,0,0,0
7,5,2013-02-08,5481,494,1,0,0,0
7,6,2013-02-09,7588,929,1,0,0,0
7,1,2013-02-11,8292,867,1,1,0,1
7,2,2013-02-12,6463,579,1,0,0,0
7,3,2013-02-13,6436,702,1,1,0,0
7,4,2013-02-14,5381,566,1,1,0,0
7,5,2013-02-15,5373,478,1,0,0,0
7,6,2013-02-16,6126,535,1,0,0,0
7,1,2013-02-18,5872,697,1,1,0,0
7,2,2013-02-19,7592,638,1,0,0,0
7,3,2013-02-20,4942,360,1,0,0,0
7,4,2013-02-21,6503,755,1,1,0,0
7,5,2013-02-22,5862,471,1,0,0,0
7,6,2013-02-23,6640,812,1,1,0,0
7,1,2013-02-25,5578,669,1,0,0,1
7,2,2013-02-26,6520,584,1,0,0,1
7,3,2013-02-27,4771,431,1,0,0,0
7,4,2013-02-28,6465,588,1,0,0,0
7,5,2013-03-01,5790,720,1,0,0,1
7,6,2013-03-02,9576,1133,1,1,0,0
7,1,2013-03-04,6141,662,1,1,0,0
7,2,2013-03-05,4176,463,1,1,0,0
7,3,2013-03-06,8266,705,1,1,0,1
7,4,2013-03-07,5444,624,1,0,0,0
7,5,2013-03-08,6986,568,1,0,0,0
7,6,2013-03-09,8191,845,1,1,0,0
7,1,2013-03-11,7268,731,1,1,0,1
7,2,2013-03-12,5366,593,1,0,0,0
7,3,2013-03-13,6059,433,1,1,0,1
7,4,2013-03-14,5725,573,1,0,0,0
7,5,2013-03-15,9479,892,1,1,0,0
7,6,2013-03-16,7410,709,1,0,0,0
7,1,2013-03-18,5059,444,1,0,0,0
7,2,2013-03-19,4988,436,1,0,0,0
7,3,2013-03-20,7751,653,1,1,0,0
7,4,2013-03-21,6107,521,1,0,0,0
7,5,2013-03-22,6210,658,1,0,0,0
7,6,2013-03-23,5794,496,1,0,0,0
7,1,2013-03-25,8421,661,1,0,0,0
7,2,2013-03-26,5319,524,1,0,0,1
7,3,2013-03-27,7051,558,1,0,0,0
7,4,2013-03-28,5420,405,1,0,0,0
7,5,2013-03-29,5955,461,1,0,0,1
7,6,2013-03-30,7607,924,1,0,0,0
7,1,2013-04-01,4590,355,1,0,0,0
7,2,2013-04-02,4135,408,1,0,b,1
7,3,2013-04-03,6844,657,1,0,0,0
7,4,2013-04-04,6923,715,1,0,0,0
7,5,2013-04-05,9875,767,1,1,0,0
7,6,2013-04-06,7654,736,1,1,0,0
7,1,2013-04-08,5128,564,1,0,0,0
7,2,2013-04-09,4346,325,1,0,0,0
7,3,2013-04-10,5466,427,1,0,0,0
7,4,2013-04-11,6844,589,1,0,0,0
7,5,2013-04-12,8544,789,1,0,0,0
7,6,2013-04-13,6262,762,1,0,0,1
7,1,2013-04-15,6616,552,1,1,0,0
7,2,2013-04-16,7894,564,1,1,0,0
7,3,2013-04-17,5596,428,1,0,0,0
7,4,2013-04-18,7880,748,1,1,0,0
7,5,2013-04-19,5985,638,1,0,0,0
7,6,2013-04-20,6955,539,1,0,0,0
7,1,2013-04-22,5537,421,1,0,0,0
7,2,2013-04-23,5428,597,1,0,0,0
7,3,2013-04-24,5844,703,1,1,0,0
7,4,2013-04-25,6805,754,1,0,0,0
7,5,2013-04-26,6338,598,1,1,b,0
7,6,2013-04-27,8139,621,1,0,0,0
7,1,2013-04-29,6408,755,1,1,0,0
7,2,2013-04-30,5846,466,1,0,0,0
7,3,2013-05-01,4826,518,1,0,0,1
7,4,2013-05-02,5607,530,1,0,0,0
7,5,2013-05-03,6226,447,1,1,0,1
7,6,2013-05-04,5676,565,1,0,0,0
7,1,2013-05-06,7186,663,1,0,0,0
7,2,2013-05-07,7429,629,1,0,0,0
7,3,2013-05-08,6360,554,1,0,0,0
7,4,2013-05-09,6017,701,1,1,0,1
7,5,2013-05-10,6345,658,1,0,0,0
7,6,2013-05-11,7623,741,1,1,0,0
7,1,2013-05-13,7968,762,1,0,0,0
7,2,2013-05-14,7406,574,1,1,0,1
7,3,2013-05-15,7307,543,1,0,0,0
7,4,2013-05-16,5657,649,1,1,0,0
7,5,2013-05-17,7237,532,1,0,0,0
7,6,2013-05-18,7547,848,1,1,0,0
7,1,2013-05-20,5679,409,1,0,0,1
7,2,2013-05-21,5457,412,1,0,0,0
7,3,2013-05-22,4422,353,1,0,0,0
7,4,2013-05-23,9372,677,1,1,0,0
7,5,2013-05-24,6589,569,1,0,0,0
7,6,2013-05-25,10531,944,1,1,0,0
7,1,2013-05-27,5979,452,1,0,0,0
7,2,2013-05-28,7981,762,1,0,0,1
7,3,2013-05-29,5431,485,1,0,0,1
7,4,2013-05-30,7228,745,1,1,0,0
7,5,2013-05-31,6173,519,1,0,0,0
7,6,2013-06-01,7044,606,1,0,0,0
7,1,2013-06-03,6958,516,1,1,0,0
7,2,2013-06-04,6195,494,1,0,0,0
7,3,2013-06-05,5519,536,1,0,0,1
7,4,2013-06-06,7272,539,1,0,0,0
7,5,2013-06-07,7617,561,1,0,0,0
7,6,2013-06-08,6586,809,1,0,0,1
7,1,2013-06-10,8919,675,1,1,0,0
7,2,2013-06-11,4917,464,1,0,a,0
7,3,2013-06-12,6875,675,1,0,0,0
7,4,2013-06-13,6408,570,1,0,0,0
7,5,2013-06-14,5619,513,1,0,0,0
7,6,2013-06-15,9297,776,1,0,0,0
7,1,2013-06-17,7581,710,1,0,0,0
7,2,2013-06-18,7807,836,1,0,0,0
7,3,2013-06-19,5835,568,1,1,0,0
7,4,2013-06-20,8831,822,1,1,0,0
7,5,2013-06-21,8828,1027,1,1,0,1
7,6,2013-06-22,6398,461,1,1,0,0
7,1,2013-06-24,9148,714,1,1,0,0
7,2,2013-06-25,6776,531,1,1,0,0
7,3,2013-06-26,4153,446,1,1,0,0
7,4,2013-06-27,7651,601,1,1,0,0
7,5,2013-06-28,5263,414,1,0,0,1
7,6,2013-06-29,7580,833,1,0,0,0
7,1,2013-07-01,6664,773,1,0,0,0
7,2,2013-07-02,5625,451,1,0,c,0
7,3,2013-07-03,5068,568,1,0,0,0
7,4,2013-07-04,7189,605,1,0,0,0
7,5,2013-07-05,6275,717,1,0,0,1
7,6,2013-07-06,6826,825,1,0,0,0
7,1,2013-07-08,6036,529,1,0,0,1
7,2,2013-07-09,5914,461,1,1,0,0
7,3,2013-07-10,2986,350,1,0,a,0
7,4,2013-07-11,7693,615,1,0,0,0
7,5,2013-07-12,6727,829,1,1,a,0
7,6,2013-07-13,9130,780,1,0,0,0
7,1,2013-07-15,5470,589,1,0,0,0
7,2,2013-07-16,8032,594,1,0,0,0
7,3,2013-07-17,5007,389,1,0,0,0
7,4,2013-07-18,6521,566,1,0,0,0
7,5,2013-07-19,6441,551,1,0,0,0
7,6,2013-07-20,8613,720,1,0,0,0
7,1,2013-07-22,5730,521,1,1,0,0
7,2,2013-07-23,5466,516,1,0,0,0
7,3,2013-07-24,5694,473,1,0,0,0
7,4,2013-07-25,5405,473,1,0,0,0
7,5,2013-07-26,7873,782,1,0,0,0
7,6,2013-07-27,10210,1022,1,1,0,0
7,1,2013-07-29,7041,786,1,0,0,0
7,2,2013-07-30,5006,431,1,0,0,0
7,3,2013-07-31,3986,350,1,0,0,1
7,4,2013-08-01,6382,522,1,1,0,0
7,5,2013-08-02,5480,616,1,0,0,0
7,6,2013-08-03,8547,611,1,1,0,1
7,1,2013-08-05,6854,758,1,0,0,0
7,2,2013-08-06,4677,365,1,0,0,0
7,3,2013-08-07,7304,611,1,1,0,1
7,4,2013-08-08,7101,526,1,1,0,0
7,5,2013-08-09,4895,558,1,1,0,1
7,6,2013-08-10,9883,779,1,1,0,0
7,1,2013-08-12,4758,376,1,0,0,0
7,2,2013-08-13,5691,522,1,0,0,0
7,3,2013-08-14,6592,711,1,1,0,0
7,4,2013-08-15,7562,600,1,0,0,0
7,5,2013-08-16,5027,392,1,0,0,1
7,6,2013-08-17,8455,817,1,0,0,1
7,1,2013-08-19,7471,900,1,1,0,0
7,2,2013-08-20,7579,862,1,0,0,0
7,3,2013-08-21,8625,730,1,1,0,1
7,4,2013-08-22,4342,402,1,0,0,0
7,5,2013-08-23,6764,823,1,0,0,0
7,6,2013-08-24,6061,485,1,1,0,0
7,1,2013-08-26,6211,621,1,1,0,0
7,2,2013-08-27,6405,560,1,0,0,0
7,3,2013-08-28,6318,558,1,0,0,0
7,4,2013-08-29,6391,663,1,1,0,0
7,5,2013-08-30,7901,766,1,1,0,1
7,6,2013-08-31,7043,827,1,1,0,0
7,1,2013-09-02,6581,606,1,0,0,0
7,2,2013-09-03,6722,717,1,0,0,0
7,3,2013-09-04,6584,796,1,1,0,1
7,4,2013-09-05,4034,325,1,1,b,0
7,5,2013-09-06,6483,804,1,0,0,1
7,6,2013-09-07,8800,971,1,0,0,0
7,1,2013-09-09,6650,598,1,0,0,0
7,2,2013-09-10,7421,797,1,0,0,1
7,3,2013-09-11,7322,710,1,0,0,0
7,4,2013-09-12,8050,646,1,0,0,0
7,5,2013-09-13,5996,445,1,0,b,0
7,6,2013-09-14,8846,644,1,0,0,0
7,1,2013-09-16,8476,666,1,0,0,0
7,2,2013-09-17,5533,404,1,0,0,0
7,3,2013-09-18,6460,547,1,1,0,0
7,4,2013-09-19,7284,536,1,0,0,0
7,5,2013-09-20,4778,346,1,0,0,0
7,6,2013-09-21,7394,572,1,0,0,0
7,1,2013-09-23,7948,870,1,1,0,0
7,2,2013-09-24,7077,524,1,0,0,0
7,3,2013-09-25,7505,758,1,0,0,0
7,4,2013-09-26,6609,515,1,1,0,0
7,5,2013-09-27,7464,766,1,0,0,0
7,6,2013-09-28,7948,580,1,1,0,0
7,1,2013-09-30,5168,414,1,0,0,0
7,2,2013-10-01,7804,667,1,1,0,0
7,3,2013-10-02,4990,378,1,1,0,1
7,4,2013-10-03,5895,519,1,1,0,1
7,5,2013-10-04,7061,729,1,0,0,0
7,6,2013-10-05,10312,769,1,1,0,0
7,1,2013-10-07,7504,553,1,0,0,1
7,2,2013-10-08,6041,549,1,0,0,0
7,3,2013-10-09,6122,755,1,0,0,0
7,4,2013-10-10,7653,617,1,0,0,1
7,5,2013-10-11,7812,852,1,0,0,0
7,6,2013-10-12,7632,786,1,0,0,0
7,1,2013-10-14,8101,625,1,1,0,0
7,2,2013-10-15,7954,839,1,0,0,0
7,3,2013-10-16,5373,490,1,1,0,0
7,4,2013-10-17,5637,553,1,0,0,0
7,5,2013-10-18,7669,598,1,1,0,1
7,6,2013-10-19,8752,1003,1,0,0,0
7,1,2013-10-21,7628,634,1,0,0,0
7,2,2013-10-22,5018,363,1,0,0,1
7,3,2013-10-23,7303,829,1,1,0,0
7,4,2013-10-24,6819,848,1,0,0,0
7,5,2013-10-25,6362,726,1,0,0,0
7,6,2013-10-26,6802,684,1,0,0,1
7,1,2013-10-28,6676,717,1,0,0,0
7,2,2013-10-29,7946,863,1,1,0,0
7,3,2013-10-30,5774,598,1,0,0,0
7,4,2013-10-31,5727,452,1,1,0,0
7,5,2013-11-01,8120,705,1,1,0,0
7,6,2013-11-02,8532,964,1,1,0,0
7,1,2013-11-04,7218,735,1,0,0,0
7,2,2013-11-05,5890,433,1,0,0,0
7,3,2013-11-06,6983,795,1,0,0,0
7,4,2013-11-07,6240,519,1,0,0,0
7,5,2013-11-08,7159,653,1,0,0,0
7,6,2013-11-09,9082,1039,1,0,0,0
7,1,2013-11-11,7702,726,1,0,0,0
7,2,2013-11-12,6682,763,1,0,0,0
7,3,2013-11-13,6277,472,1,1,0,1
7,4,2013-11-14,7130,661,1,0,0,0
7,5,2013-11-15,8697,649,1,0,0,0
7,6,2013-11-16,7637,579,1,0,0,0
7,1,2013-11-18,8279,655,1,1,0,1
7,2,2013-11-19,5635,512,1,1,c,0
7,3,2013-11-20,7486,537,1,1,0,0
7,4,2013-11-21,9078,866,1,0,0,0
7,5,2013-11-22,8031,746,1,1,0,0
7,6,2013-11-23,6807,628,1,1,0,0
7,1,2013-11-25,9986,914,1,1,0,0
7,2,2013-11-26,6590,698,1,0,0,0
7,3,2013-11-27,5667,405,1,0,0,0
7,4,2013-11-28,6127,621,1,0,0,1
7,5,2013-11-29,5537,406,1,0,0,0
7,6,2013-11-30,7025,679,1,1,0,0
7,1,2013-12-02,5354,428,1,0,0,0
7,2,2013-12-03,9247,941,1,0,0,0
7,3,2013-12-04,9277,779,1,1,0,0
7,4,2013-12-05,9197,687,1,0,0,0
7,5,2013-12-06,9498,901,1,0,0,1
7,6,2013-12-07,11518,971,1,1,0,0
7,1,2013-12-09,7418,785,1,0,c,0
7,2,2013-12-10,7708,746,1,0,0,0
7,3,2013-12-11,9358,897,1,1,0,0
7,4,2013-12-12,8001,592,1,0,0,0
7,5,2013-12-13,6350,633,1,0,0,1
7,6,2013-12-14,4445,322,1,0,a,0
7,1,2013-12-16,9660,865,1,1,0,0
7,2,2013-12-17,9749,1141,1,0,0,0
7,3,2013-12-18,9799,812,1,1,0,1
7,4,2013-12-19,10012,757,1,1,0,0
7,5,2013-12-20,10158,834,1,0,0,0
7,6,2013-12-21,8614,868,1,0,0,0
7,1,2013-12-23,7899,620,1,0,0,0
7,2,2013-12-24,7354,858,1,0,0,0
7,3,2013-12-25,8996,985,1,0,0,0
7,4,2013-12-26,10636,766,1,1,0,0
7,5,2013-12-27,8650,704,1,1,0,1
7,6,2013-12-28,8712,1056,1,0,0,0
7,1,2013-12-30,8212,728,1,0,0,0
7,2,2013-12-31,8434,634,1,0,0,0
7,3,2014-01-01,8482,656,1,1,0,1
7,4,2014-01-02,5585,645,1,0,0,0
7,5,2014-01-03,3119,308,1,0,0,0
7,6,2014-01-04,4185,313,1,0,0,1
7,1,2014-01-06,5664,424,1,1,0,0
7,2,2014-01-07,6089,517,1,1,0,1
7,3,2014-01-08,5790,498,1,0,0,0
7,4,2014-01-09,4195,389,1,0,0,0
7,5,2014-01-10,4060,364,1,0,0,0
7,6,2014-01-11,8960,730,1,1,0,0
7,1,2014-01-13,7299,899,1,0,0,0
7,2,2014-01-14,2845,234,1,0,0,0
7,3,2014-01-15,7101,542,1,1,0,0
7,4,2014-01-16,4208,317,1,0,0,0
7,5,2014-01-17,6347,541,1,0,a,1
7,6,2014-01-18,6926,824,1,0,0,0
7,1,2014-01-20,8180,793,1,1,0,0
7,2,2014-01-21,5740,470,1,0,0,0
7,3,2014-01-22,7432,705,1,0,0,0
7,4,2014-01-23,6323,641,1,0,0,0
7,5,2014-01-24,2821,285,1,0,0,0
7,6,2014-01-25,7483,674,1,1,0,0
7,1,2014-01-27,6409,650,1,0,0,0
7,2,2014-01-28,7453,701,1,0,0,0
7,3,2014-01-29,5190,585,1,0,0,0
7,4,2014-01-30,4518,393,1,0,0,0
7,5,2014-01-31,5644,530,1,0,0,0
7,6,2014-02-01,5475,587,1,1,0,0
7,1,2014-02-03,7071,876,1,1,0,0
7,2,2014-02-04,5520,419,1,0,0,0
7,3,2014-02-05,3794,385,1,0,0,0
7,4,2014-02-06,4861,414,1,0,0,0
7,5,2014-02-07,3845,368,1,0,0,1
7,6,2014-02-08,8322,827,1,1,0,0
7,1,2014-02-10,4481,379,1,0,0,0
7,2,2014-02-11,6672,704,1,0,0,0
7,3,2014-02-12,4859,594,1,0,0,0
7,4,2014-02-13,5298,444,1,1,0,1
7,5,2014-02-14,7694,796,1,1,0,0
7,6,2014-02-15,7494,788,1,1,0,0
7,1,2014-02-17,5563,429,1,1,0,0
7,2,2014-02-18,6872,532,1,1,0,0
7,3,2014-02-19,5484,452,1,0,0,0
7,4,2014-02-20,5836,464,1,1,0,0
7,5,2014-02-21,7104,816,1,0,0,0
7,6,2014-02-22,4950,528,1,0,0,0
7,1,2014-02-24,4650,568,1,0,0,0
7,2,2014-02-25,4978,411,1,0,0,0
7,3,2014-02-26,5396,531,1,0,0,0
7,4,2014-02-27,4150,516,1,0,0,0
7,5,2014-02-28,6017,473,1,1,0,1
7,6,2014-03-01,9153,833,1,1,0,0
